question,choices,correct,type,model_response,model_response_color,correct_color,accuracy_baseline,accuracy
truck_rot_s_8.jpg,"['blue', 'red', 'brown', 'green']",['blue'],1,0,blue,blue,0.25,1
gloves_rot_s_1.jpg,"['blue', 'green', 'yellow', 'red']",['blue'],1,0,blue,blue,0.25,1
valve_rot_s_3.jpg,"['blue', 'pink', 'red', 'brown']",['blue'],1,0,blue,blue,0.25,1
tissues_rot_s_3.jpg,"['blue', 'green', 'yellow', 'brown']",['blue'],1,0,blue,blue,0.25,1
clamp_rot_s_8.jpg,"['blue', 'pink', 'purple', 'yellow']",['blue'],1,0,blue,blue,0.25,1
towel_rot_s_6.jpg,"['blue', 'purple', 'yellow', 'pink']",['blue'],1,0,blue,blue,0.25,1
container_open_rot_s_5.jpg,"['blue', 'green', 'pink', 'red']",['blue'],1,0,blue,blue,0.25,1
controlbox_rot_s_10.jpg,"['blue', 'brown', 'green', 'purple']",['blue'],1,0,blue,blue,0.25,1
chair_recliner_rot_s_1.jpg,"['blue', 'purple', 'red', 'pink']",['blue'],1,0,blue,blue,0.25,1
gloves_rot_s_4.jpg,"['blue', 'brown', 'yellow', 'red']",['blue'],1,0,blue,blue,0.25,1
kettle_rot_s_10.jpg,"['blue', 'yellow', 'red', 'green']",['blue'],1,0,blue,blue,0.25,1
usb_key_rot_s_3.jpg,"['blue', 'green', 'brown', 'pink']",['blue'],1,0,blue,blue,0.25,1
container_open_rot_s_6.jpg,"['blue', 'green', 'brown', 'yellow']",['blue'],1,0,blue,blue,0.25,1
valve_rot_s_4.jpg,"['blue', 'brown', 'pink', 'red']",['blue'],1,0,blue,blue,0.25,1
handbag_rot_s_5.jpg,"['blue', 'red', 'pink', 'brown']",['blue'],1,0,blue,blue,0.25,1
usb_key_rot_s_1.jpg,"['blue', 'purple', 'red', 'brown']",['blue'],1,0,blue,blue,0.25,1
controlbox_rot_s_9.jpg,"['blue', 'red', 'brown', 'yellow']",['blue'],1,0,blue,blue,0.25,1
holy_vase_rot_s_3.jpg,"['blue', 'red', 'brown', 'yellow']",['blue'],1,0,blue,blue,0.25,1
handbag_rot_s_6.jpg,"['blue', 'green', 'red', 'purple']",['blue'],1,0,blue,blue,0.25,1
pail_rot_s_10.jpg,"['blue', 'brown', 'red', 'green']",['blue'],1,0,blue,blue,0.25,1
valve_rot_s_1.jpg,"['blue', 'purple', 'yellow', 'green']",['blue'],1,0,blue,blue,0.25,1
briefcase_rot_s_6.jpg,"['blue', 'yellow', 'pink', 'green']",['blue'],1,0,blue,blue,0.25,1
measuring_spoons_rot_s_10.jpg,"['blue', 'red', 'pink', 'yellow']",['blue'],1,0,blue,blue,0.25,1
lotion_rot_s_9.jpg,"['blue', 'brown', 'green', 'red']",['blue'],1,0,blue,blue,0.25,1
tennis_racket_rot_s_5.jpg,"['blue', 'pink', 'purple', 'yellow']",['blue'],1,0,blue,blue,0.25,1
usb_key_rot_s_4.jpg,"['blue', 'purple', 'brown', 'yellow']",['blue'],1,0,blue,blue,0.25,1
gift_box_rot_s_6.jpg,"['blue', 'pink', 'yellow', 'purple']",['blue'],1,0,blue,blue,0.25,1
pail_rot_s_9.jpg,"['blue', 'pink', 'yellow', 'green']",['blue'],1,0,blue,blue,0.25,1
hand_puppet_rot_s_7.jpg,"['blue', 'green', 'yellow', 'brown']",['blue'],1,0,blue,blue,0.25,1
scanner_rot_s_6.jpg,"['blue', 'yellow', 'brown', 'green']",['blue'],1,0,blue,blue,0.25,1
box_hat_rot_s_10.jpg,"['blue', 'yellow', 'red', 'pink']",['blue'],1,0,blue,blue,0.25,1
tissues_rot_s_4.jpg,"['blue', 'yellow', 'pink', 'green']",['blue'],1,0,blue,blue,0.25,1
fakeapple_rot_s_2.jpg,"['blue', 'red', 'pink', 'brown']",['blue'],1,0,blue,blue,0.25,1
takeout_container_rot_s_5.jpg,"['green', 'brown', 'blue', 'purple']",['green'],1,2,blue,green,0.25,0
notecards_rot_s_4.jpg,"['blue', 'green', 'yellow', 'brown']",['blue'],1,0,blue,blue,0.25,1
notebook_rot_s_5.jpg,"['red', 'brown', 'green', 'purple']",['red'],1,2,green,red,0.25,0
sponge_rot_s_5.jpg,"['red', 'brown', 'pink', 'green']",['red'],1,3,green,red,0.25,0
chair_rot_s_4.jpg,"['red', 'green', 'blue', 'purple']",['red'],1,2,blue,red,0.25,0
lotion_rot_s_4.jpg,"['red', 'yellow', 'pink', 'blue']",['red'],1,3,blue,red,0.25,0
scanner_rot_s_2.jpg,"['red', 'yellow', 'pink', 'purple']",['red'],1,0,red,red,0.25,1
fuel_tank_rot_s_5.jpg,"['red', 'green', 'brown', 'blue']",['red'],1,3,blue,red,0.25,0
razor_rot_s_1.jpg,"['red', 'blue', 'pink', 'green']",['red'],1,1,blue,red,0.25,0
extension_cord_rot_s_7.jpg,"['red', 'brown', 'green', 'purple']",['red'],1,2,green,red,0.25,0
holy_vase_rot_s_7.jpg,"['red', 'yellow', 'pink', 'green']",['red'],1,3,green,red,0.25,0
measuring_spoons_rot_s_4.jpg,"['red', 'green', 'pink', 'yellow']",['red'],1,1,green,red,0.25,0
tool_box_rot_s_7.jpg,"['red', 'green', 'brown', 'blue']",['red'],1,3,blue,red,0.25,0
chapstick_rot_s_10.jpg,"['pink', 'green', 'purple', 'red']",['pink'],1,1,green,pink,0.25,0
razor_rot_s_2.jpg,"['red', 'brown', 'yellow', 'blue']",['red'],1,3,blue,red,0.25,0
kettle_rot_s_4.jpg,"['red', 'yellow', 'purple', 'blue']",['red'],1,3,blue,red,0.25,0
tool_box_rot_s_8.jpg,"['red', 'brown', 'green', 'blue']",['red'],1,3,blue,red,0.25,0
usb_key_rot_s_10.jpg,"['red', 'purple', 'brown', 'blue']",['red'],1,3,blue,red,0.25,0
accordion_rot_s_8.jpg,"['red', 'yellow', 'pink', 'green']",['red'],1,3,green,red,0.25,0
sponge_rot_s_6.jpg,"['red', 'pink', 'yellow', 'blue']",['red'],1,3,blue,red,0.25,0
tennis_racket_rot_s_3.jpg,"['pink', 'green', 'yellow', 'brown']",['pink'],1,1,green,pink,0.25,0
holy_vase_rot_s_8.jpg,"['red', 'green', 'yellow', 'blue']",['red'],1,3,blue,red,0.25,0
notebook_rot_s_6.jpg,"['red', 'blue', 'pink', 'green']",['red'],1,1,blue,red,0.25,0
measuring_spoons_rot_s_3.jpg,"['red', 'yellow', 'purple', 'blue']",['red'],1,3,blue,red,0.25,0
kettle_rot_s_3.jpg,"['red', 'yellow', 'blue', 'purple']",['red'],1,2,blue,red,0.25,0
scanner_rot_s_1.jpg,"['red', 'brown', 'yellow', 'green']",['red'],1,3,green,red,0.25,0
notecards_rot_s_8.jpg,"['red', 'brown', 'yellow', 'pink']",['red'],1,0,red,red,0.25,1
watch_rot_s_9.jpg,"['red', 'green', 'yellow', 'pink']",['red'],1,1,green,red,0.25,0
fuel_tank_rot_s_6.jpg,"['red', 'green', 'yellow', 'blue']",['red'],1,3,blue,red,0.25,0
lotion_rot_s_3.jpg,"['red', 'brown', 'green', 'yellow']",['red'],1,2,green,red,0.25,0
usb_key_rot_s_9.jpg,"['red', 'brown', 'pink', 'yellow']",['red'],1,0,red,red,0.25,1
watch_rot_s_10.jpg,"['red', 'brown', 'blue', 'purple']",['red'],1,2,blue,red,0.25,0
gift_box_rot_s_2.jpg,"['brown', 'green', 'blue', 'red']",['brown'],1,2,blue,brown,0.25,0
tennis_racket_rot_s_4.jpg,"['pink', 'brown', 'purple', 'blue']",['pink'],1,3,blue,pink,0.25,0
chapstick_rot_s_9.jpg,"['pink', 'yellow', 'green', 'blue']",['pink'],1,3,blue,pink,0.25,0
handbag_rot_s_1.jpg,"['red', 'blue', 'brown', 'yellow']",['red'],1,1,blue,red,0.25,0
gloves_rot_s_10.jpg,"['brown', 'purple', 'yellow', 'blue']",['brown'],1,3,blue,brown,0.25,0
container_open_rot_s_2.jpg,"['pink', 'blue', 'red', 'purple']",['pink'],1,1,blue,pink,0.25,0
phone_antique_rot_s_9.jpg,"['pink', 'blue', 'red', 'brown']",['pink'],1,1,blue,pink,0.25,0
handbag_rot_s_2.jpg,"['red', 'brown', 'pink', 'blue']",['red'],1,3,blue,red,0.25,0
phone_antique_rot_s_10.jpg,"['pink', 'red', 'brown', 'yellow']",['pink'],1,1,red,pink,0.25,0
gift_box_rot_s_1.jpg,"['brown', 'green', 'pink', 'yellow']",['brown'],1,1,green,brown,0.25,0
phone_antique_rot_s_5.jpg,"['yellow', 'brown', 'purple', 'green']",['yellow'],1,3,green,yellow,0.25,0
nailpolish_rot_s_8.jpg,"['yellow', 'purple', 'pink', 'red']",['yellow'],1,3,red,yellow,0.25,0
packingtape_rot_s_3.jpg,"['yellow', 'red', 'green', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
tool_box_rot_s_10.jpg,"['yellow', 'blue', 'red', 'pink']",['yellow'],1,1,blue,yellow,0.25,0
watch_rot_s_6.jpg,"['yellow', 'purple', 'blue', 'green']",['yellow'],1,2,blue,yellow,0.25,0
umbrella_rot_s_2.jpg,"['green', 'pink', 'blue', 'brown']",['green'],1,2,blue,green,0.25,0
notecards_rot_s_10.jpg,"['yellow', 'red', 'blue', 'brown']",['yellow'],1,2,blue,yellow,0.25,0
holy_vase_rot_s_10.jpg,"['yellow', 'red', 'purple', 'green']",['yellow'],1,3,green,yellow,0.25,0
truck_rot_s_4.jpg,"['yellow', 'purple', 'pink', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
theater_seats_rot_s_9.jpg,"['yellow', 'green', 'purple', 'red']",['yellow'],1,1,green,yellow,0.25,0
cardboard_rot_s_2.jpg,"['yellow', 'pink', 'red', 'purple']",['yellow'],1,2,red,yellow,0.25,0
holy_vase_rot_s_9.jpg,"['yellow', 'brown', 'purple', 'green']",['yellow'],1,3,green,yellow,0.25,0
container_open_rot_s_8.jpg,"['yellow', 'brown', 'green', 'red']",['yellow'],1,2,green,yellow,0.25,0
takeout_container_rot_s_7.jpg,"['yellow', 'red', 'blue', 'pink']",['yellow'],1,2,blue,yellow,0.25,0
umbrella_rot_s_4.jpg,"['yellow', 'purple', 'pink', 'green']",['yellow'],1,3,green,yellow,0.25,0
kettle_rot_s_1.jpg,"['yellow', 'purple', 'brown', 'pink']",['yellow'],1,0,yellow,yellow,0.25,1
watch_rot_s_5.jpg,"['yellow', 'brown', 'blue', 'red']",['yellow'],1,2,blue,yellow,0.25,0
chair_rot_s_2.jpg,"['yellow', 'blue', 'purple', 'brown']",['yellow'],1,1,blue,yellow,0.25,0
scanner_rot_s_8.jpg,"['yellow', 'green', 'red', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
chapstick_rot_s_6.jpg,"['yellow', 'green', 'brown', 'red']",['yellow'],1,1,green,yellow,0.25,0
hand_puppet_rot_s_4.jpg,"['yellow', 'blue', 'green', 'brown']",['yellow'],1,1,blue,yellow,0.25,0
packingtape_rot_s_4.jpg,"['yellow', 'purple', 'green', 'brown']",['yellow'],1,2,green,yellow,0.25,0
phone_antique_rot_s_6.jpg,"['yellow', 'blue', 'brown', 'green']",['yellow'],1,1,blue,yellow,0.25,0
hand_puppet_rot_s_3.jpg,"['yellow', 'blue', 'brown', 'red']",['yellow'],1,1,blue,yellow,0.25,0
truck_rot_s_3.jpg,"['yellow', 'red', 'blue', 'purple']",['yellow'],1,2,blue,yellow,0.25,0
theater_seats_rot_s_10.jpg,"['yellow', 'brown', 'red', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
fuel_tank_rot_s_4.jpg,"['green', 'yellow', 'red', 'pink']",['green'],1,0,green,green,0.25,1
notecards_rot_s_9.jpg,"['yellow', 'purple', 'green', 'pink']",['yellow'],1,2,green,yellow,0.25,0
lotion_rot_s_1.jpg,"['yellow', 'red', 'purple', 'brown']",['yellow'],1,1,red,yellow,0.25,0
cardboard_rot_s_1.jpg,"['yellow', 'brown', 'red', 'purple']",['yellow'],1,2,red,yellow,0.25,0
lotion_rot_s_2.jpg,"['yellow', 'blue', 'green', 'red']",['yellow'],1,1,blue,yellow,0.25,0
cocktail_umbrella_rot_s_7.jpg,"['yellow', 'purple', 'brown', 'pink']",['yellow'],1,0,yellow,yellow,0.25,1
chapstick_rot_s_5.jpg,"['yellow', 'red', 'pink', 'brown']",['yellow'],1,1,red,yellow,0.25,0
pail_rot_s_1.jpg,"['yellow', 'purple', 'blue', 'red']",['yellow'],1,2,blue,yellow,0.25,0
scanner_rot_s_7.jpg,"['yellow', 'pink', 'green', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
accordion_rot_s_10.jpg,"['yellow', 'green', 'red', 'purple']",['yellow'],1,1,green,yellow,0.25,0
chair_recliner_rot_s_6.jpg,"['yellow', 'brown', 'red', 'pink']",['yellow'],1,2,red,yellow,0.25,0
kettle_rot_s_2.jpg,"['yellow', 'blue', 'red', 'purple']",['yellow'],1,1,blue,yellow,0.25,0
handbag_rot_s_7.jpg,"['yellow', 'pink', 'purple', 'red']",['yellow'],1,3,red,yellow,0.25,0
fuel_tank_rot_s_3.jpg,"['green', 'blue', 'purple', 'pink']",['green'],1,1,blue,green,0.25,0
nailpolish_rot_s_7.jpg,"['yellow', 'red', 'blue', 'green']",['yellow'],1,2,blue,yellow,0.25,0
handbag_rot_s_8.jpg,"['yellow', 'purple', 'red', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
chair_recliner_rot_s_5.jpg,"['yellow', 'red', 'blue', 'purple']",['yellow'],1,2,blue,yellow,0.25,0
extension_cord_rot_s_9.jpg,"['green', 'pink', 'yellow', 'purple']",['green'],1,0,green,green,0.25,1
tool_box_rot_s_9.jpg,"['yellow', 'blue', 'green', 'pink']",['yellow'],1,1,blue,yellow,0.25,0
container_open_rot_s_7.jpg,"['yellow', 'pink', 'blue', 'red']",['yellow'],1,2,blue,yellow,0.25,0
umbrella_rot_s_3.jpg,"['yellow', 'blue', 'brown', 'pink']",['yellow'],1,1,blue,yellow,0.25,0
jacket_rot_s_9.jpg,"['green', 'blue', 'red', 'pink']",['green'],1,1,blue,green,0.25,0
cocktail_umbrella_rot_s_8.jpg,"['yellow', 'red', 'brown', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
umbrella_rot_s_1.jpg,"['green', 'brown', 'yellow', 'blue']",['green'],1,3,blue,green,0.25,0
jacket_rot_s_10.jpg,"['green', 'brown', 'red', 'pink']",['green'],1,0,green,green,0.25,1
takeout_container_rot_s_8.jpg,"['yellow', 'brown', 'purple', 'red']",['yellow'],1,3,red,yellow,0.25,0
tennis_racket_rot_s_7.jpg,"['green', 'yellow', 'red', 'brown']",['green'],1,0,green,green,0.25,1
flask_rot_s_4.jpg,"['green', 'brown', 'purple', 'yellow']",['green'],1,0,green,green,0.25,1
valve_rot_s_6.jpg,"['green', 'red', 'pink', 'brown']",['green'],1,0,green,green,0.25,1
chair_rot_s_8.jpg,"['green', 'purple', 'brown', 'yellow']",['green'],1,0,green,green,0.25,1
accordion_rot_s_6.jpg,"['green', 'pink', 'blue', 'brown']",['green'],1,2,blue,green,0.25,0
takeout_container_rot_s_10.jpg,"['green', 'blue', 'red', 'brown']",['green'],1,1,blue,green,0.25,0
towel_rot_s_7.jpg,"['green', 'pink', 'purple', 'red']",['green'],1,0,green,green,0.25,1
gloves_rot_s_5.jpg,"['green', 'yellow', 'brown', 'pink']",['green'],1,0,green,green,0.25,1
measuring_spoons_rot_s_8.jpg,"['green', 'brown', 'yellow', 'red']",['green'],1,0,green,green,0.25,1
tennis_racket_rot_s_8.jpg,"['green', 'brown', 'yellow', 'blue']",['green'],1,3,blue,green,0.25,0
phone_antique_rot_s_4.jpg,"['green', 'yellow', 'purple', 'red']",['green'],1,0,green,green,0.25,1
holy_vase_rot_s_5.jpg,"['green', 'blue', 'red', 'purple']",['green'],1,1,blue,green,0.25,0
umbrella_rot_s_8.jpg,"['green', 'blue', 'purple', 'red']",['green'],1,1,blue,green,0.25,0
handbag_rot_s_10.jpg,"['green', 'red', 'brown', 'purple']",['green'],1,0,green,green,0.25,1
towel_rot_s_9.jpg,"['green', 'blue', 'yellow', 'brown']",['green'],1,1,blue,green,0.25,0
kettle_rot_s_8.jpg,"['green', 'brown', 'purple', 'yellow']",['green'],1,0,green,green,0.25,1
truck_rot_s_2.jpg,"['green', 'brown', 'pink', 'purple']",['green'],1,0,green,green,0.25,1
hand_puppet_rot_s_2.jpg,"['green', 'red', 'blue', 'yellow']",['green'],1,2,blue,green,0.25,0
handbag_rot_s_9.jpg,"['green', 'purple', 'red', 'brown']",['green'],1,0,green,green,0.25,1
packingtape_rot_s_1.jpg,"['green', 'red', 'blue', 'pink']",['green'],1,2,blue,green,0.25,0
packingtape_rot_s_2.jpg,"['green', 'yellow', 'blue', 'red']",['green'],1,2,blue,green,0.25,0
controlbox_rot_s_8.jpg,"['green', 'purple', 'yellow', 'pink']",['green'],1,0,green,green,0.25,1
chair_recliner_rot_s_4.jpg,"['green', 'blue', 'yellow', 'red']",['green'],1,1,blue,green,0.25,0
hand_puppet_rot_s_1.jpg,"['green', 'brown', 'pink', 'red']",['green'],1,0,green,green,0.25,1
box_hat_rot_s_1.jpg,"['green', 'pink', 'brown', 'blue']",['green'],1,3,blue,green,0.25,0
sugar_bowl_rot_s_1.jpg,"['green', 'yellow', 'blue', 'brown']",['green'],1,2,blue,green,0.25,0
accordion_rot_s_5.jpg,"['green', 'blue', 'brown', 'yellow']",['green'],1,1,blue,green,0.25,0
tape_dispenser_rot_s_5.jpg,"['green', 'yellow', 'purple', 'brown']",['green'],1,0,green,green,0.25,1
extension_cord_rot_s_5.jpg,"['green', 'purple', 'brown', 'red']",['green'],1,0,green,green,0.25,1
pail_rot_s_7.jpg,"['green', 'purple', 'yellow', 'red']",['green'],1,0,green,green,0.25,1
theater_seats_rot_s_6.jpg,"['green', 'red', 'pink', 'blue']",['green'],1,3,blue,green,0.25,0
tool_box_rot_s_6.jpg,"['green', 'pink', 'blue', 'brown']",['green'],1,2,blue,green,0.25,0
towel_rot_s_8.jpg,"['green', 'red', 'brown', 'blue']",['green'],1,3,blue,green,0.25,0
fakeapple_rot_s_6.jpg,"['green', 'red', 'yellow', 'pink']",['green'],1,0,green,green,0.25,1
lotion_rot_s_8.jpg,"['green', 'yellow', 'purple', 'pink']",['green'],1,0,green,green,0.25,1
flask_rot_s_1.jpg,"['green', 'red', 'blue', 'pink']",['green'],1,2,blue,green,0.25,0
extension_cord_s_4.jpg,"['green', 'yellow', 'brown', 'pink']",['green'],1,0,green,green,0.25,1
pail_rot_s_8.jpg,"['green', 'pink', 'yellow', 'brown']",['green'],1,0,green,green,0.25,1
jacket_rot_s_6.jpg,"['green', 'brown', 'yellow', 'purple']",['green'],1,0,green,green,0.25,1
razor_rot_s_10.jpg,"['green', 'pink', 'blue', 'purple']",['green'],1,2,blue,green,0.25,0
takeout_container_rot_s_9.jpg,"['green', 'pink', 'brown', 'yellow']",['green'],1,0,green,green,0.25,1
sugar_bowl_rot_s_2.jpg,"['green', 'blue', 'pink', 'purple']",['green'],1,1,blue,green,0.25,0
container_open_rot_s_9.jpg,"['green', 'purple', 'blue', 'yellow']",['green'],1,2,blue,green,0.25,0
umbrella_rot_s_7.jpg,"['green', 'pink', 'yellow', 'brown']",['green'],1,0,green,green,0.25,1
cardboard_rot_s_8.jpg,"['green', 'red', 'yellow', 'pink']",['green'],1,0,green,green,0.25,1
pitcher_rot_s_1.jpg,"['green', 'blue', 'yellow', 'brown']",['green'],1,1,blue,green,0.25,0
theater_seats_rot_s_5.jpg,"['green', 'blue', 'red', 'pink']",['green'],1,1,blue,green,0.25,0
briefcase_rot_s_7.jpg,"['green', 'blue', 'red', 'yellow']",['green'],1,1,blue,green,0.25,0
razor_rot_s_9.jpg,"['green', 'brown', 'pink', 'red']",['green'],1,0,green,green,0.25,1
sponge_rot_s_4.jpg,"['green', 'brown', 'blue', 'pink']",['green'],1,2,blue,green,0.25,0
gift_box_rot_s_10.jpg,"['green', 'pink', 'purple', 'red']",['green'],1,0,green,green,0.25,1
nailpolish_rot_s_9.jpg,"['green', 'pink', 'purple', 'yellow']",['green'],1,0,green,green,0.25,1
briefcase_rot_s_10.jpg,"['green', 'purple', 'red', 'yellow']",['green'],1,0,green,green,0.25,1
tape_dispenser_rot_s_6.jpg,"['green', 'yellow', 'pink', 'brown']",['green'],1,0,green,green,0.25,1
container_open_rot_s_10.jpg,"['green', 'blue', 'pink', 'brown']",['green'],1,1,blue,green,0.25,0
briefcase_rot_s_8.jpg,"['green', 'yellow', 'blue', 'purple']",['green'],1,2,blue,green,0.25,0
pitcher_rot_s_8.jpg,"['green', 'yellow', 'red', 'blue']",['green'],1,3,blue,green,0.25,0
cocktail_umbrella_rot_s_9.jpg,"['green', 'yellow', 'pink', 'red']",['green'],1,0,green,green,0.25,1
extension_cord_s_2.jpg,"['green', 'pink', 'purple', 'brown']",['green'],1,0,green,green,0.25,1
measuring_spoons_rot_s_7.jpg,"['green', 'blue', 'purple', 'brown']",['green'],1,1,blue,green,0.25,0
gift_box_rot_s_8.jpg,"['green', 'pink', 'blue', 'brown']",['green'],1,2,blue,green,0.25,0
phone_antique_rot_s_3.jpg,"['green', 'red', 'brown', 'purple']",['green'],1,0,green,green,0.25,1
tennis_racket_rot_s_9.jpg,"['green', 'brown', 'yellow', 'blue']",['green'],1,3,blue,green,0.25,0
jug_rot_s_6.jpg,"['green', 'blue', 'brown', 'yellow']",['green'],1,1,blue,green,0.25,0
notebook_rot_s_2.jpg,"['green', 'brown', 'pink', 'yellow']",['green'],1,0,green,green,0.25,1
tape_dispenser_rot_s_9.jpg,"['green', 'red', 'purple', 'blue']",['green'],1,3,blue,green,0.25,0
chapstick_rot_s_3.jpg,"['green', 'pink', 'blue', 'brown']",['green'],1,2,blue,green,0.25,0
lotion_rot_s_7.jpg,"['green', 'pink', 'purple', 'yellow']",['green'],1,0,green,green,0.25,1
clamp_rot_s_4.jpg,"['green', 'red', 'blue', 'brown']",['green'],1,2,blue,green,0.25,0
notecards_rot_s_5.jpg,"['green', 'pink', 'yellow', 'purple']",['green'],1,0,green,green,0.25,1
nailpolish_rot_s_10.jpg,"['green', 'pink', 'brown', 'purple']",['green'],1,0,green,green,0.25,1
box_hat_rot_s_8.jpg,"['green', 'pink', 'red', 'yellow']",['green'],1,0,green,green,0.25,1
cardboard_rot_s_7.jpg,"['green', 'pink', 'red', 'yellow']",['green'],1,0,green,green,0.25,1
watch_rot_s_4.jpg,"['green', 'brown', 'yellow', 'red']",['green'],1,0,green,green,0.25,1
gift_box_rot_s_7.jpg,"['green', 'purple', 'pink', 'red']",['green'],1,0,green,green,0.25,1
notebook_rot_s_1.jpg,"['green', 'brown', 'red', 'purple']",['green'],1,0,green,green,0.25,1
scanner_rot_s_10.jpg,"['green', 'blue', 'yellow', 'pink']",['green'],1,1,blue,green,0.25,0
pitcher_rot_s_2.jpg,"['green', 'purple', 'pink', 'brown']",['green'],1,0,green,green,0.25,1
notecards_rot_s_6.jpg,"['green', 'purple', 'blue', 'brown']",['green'],1,2,blue,green,0.25,0
pitcher_rot_s_7.jpg,"['green', 'pink', 'red', 'yellow']",['green'],1,0,green,green,0.25,1
briefcase_rot_s_9.jpg,"['green', 'red', 'purple', 'blue']",['green'],1,3,blue,green,0.25,0
fuel_tank_rot_s_2.jpg,"['green', 'blue', 'yellow', 'purple']",['green'],1,1,blue,green,0.25,0
flask_rot_s_3.jpg,"['green', 'yellow', 'purple', 'brown']",['green'],1,0,green,green,0.25,1
clamp_rot_s_3.jpg,"['green', 'purple', 'red', 'blue']",['green'],1,3,blue,green,0.25,0
gloves_rot_s_6.jpg,"['green', 'pink', 'red', 'blue']",['green'],1,3,blue,green,0.25,0
jug_rot_s_10.jpg,"['green', 'brown', 'yellow', 'purple']",['green'],1,0,green,green,0.25,1
holy_vase_rot_s_6.jpg,"['green', 'brown', 'pink', 'blue']",['green'],1,3,blue,green,0.25,0
box_hat_rot_s_7.jpg,"['green', 'pink', 'brown', 'red']",['green'],1,0,green,green,0.25,1
sponge_rot_s_1.jpg,"['green', 'blue', 'yellow', 'red']",['green'],1,1,blue,green,0.25,0
controlbox_rot_s_7.jpg,"['green', 'brown', 'purple', 'pink']",['green'],1,0,green,green,0.25,1
chapstick_rot_s_4.jpg,"['green', 'yellow', 'red', 'brown']",['green'],1,0,green,green,0.25,1
flask_rot_s_2.jpg,"['green', 'brown', 'yellow', 'purple']",['green'],1,0,green,green,0.25,1
tennis_racket_rot_s_10.jpg,"['green', 'pink', 'brown', 'purple']",['green'],1,0,green,green,0.25,1
tool_box_rot_s_5.jpg,"['green', 'yellow', 'red', 'brown']",['green'],1,0,green,green,0.25,1
chair_recliner_rot_s_3.jpg,"['green', 'red', 'brown', 'purple']",['green'],1,0,green,green,0.25,1
jacket_rot_s_5.jpg,"['green', 'brown', 'red', 'blue']",['green'],1,3,blue,green,0.25,0
jug_rot_s_9.jpg,"['green', 'red', 'purple', 'yellow']",['green'],1,0,green,green,0.25,1
cocktail_umbrella_rot_s_10.jpg,"['green', 'brown', 'blue', 'yellow']",['green'],1,2,blue,green,0.25,0
kettle_rot_s_7.jpg,"['green', 'blue', 'red', 'yellow']",['green'],1,1,blue,green,0.25,0
fakeapple_rot_s_5.jpg,"['green', 'yellow', 'red', 'purple']",['green'],1,0,green,green,0.25,1
gift_box_rot_s_9.jpg,"['green', 'red', 'brown', 'purple']",['green'],1,0,green,green,0.25,1
notebook_rot_s_3.jpg,"['green', 'pink', 'yellow', 'brown']",['green'],1,0,green,green,0.25,1
sponge_rot_s_3.jpg,"['green', 'red', 'yellow', 'brown']",['green'],1,0,green,green,0.25,1
towel_rot_s_10.jpg,"['green', 'pink', 'blue', 'red']",['green'],1,2,blue,green,0.25,0
jug_rot_s_5.jpg,"['green', 'brown', 'red', 'blue']",['green'],1,3,blue,green,0.25,0
scanner_rot_s_9.jpg,"['green', 'blue', 'purple', 'red']",['green'],1,1,blue,green,0.25,0
truck_rot_s_1.jpg,"['green', 'blue', 'brown', 'purple']",['green'],1,1,blue,green,0.25,0
fuel_tank_rot_s_1.jpg,"['green', 'blue', 'pink', 'purple']",['green'],1,1,blue,green,0.25,0
notebook_rot_s_4.jpg,"['green', 'red', 'blue', 'purple']",['green'],1,2,blue,green,0.25,0
sponge_rot_s_2.jpg,"['green', 'brown', 'purple', 'blue']",['green'],1,3,blue,green,0.25,0
tape_dispenser_rot_s_10.jpg,"['green', 'purple', 'blue', 'pink']",['green'],1,2,blue,green,0.25,0
box_hat_rot_s_2.jpg,"['green', 'red', 'pink', 'blue']",['green'],1,3,blue,green,0.25,0
valve_rot_s_5.jpg,"['green', 'yellow', 'red', 'brown']",['green'],1,0,green,green,0.25,1
fakeapple_rot_s_10.jpg,"['brown', 'yellow', 'purple', 'green']",['brown'],1,3,green,brown,0.25,0
tennis_racket_rot_s_2.jpg,"['brown', 'pink', 'blue', 'red']",['brown'],1,2,blue,brown,0.25,0
flask_rot_s_6.jpg,"['brown', 'blue', 'yellow', 'purple']",['brown'],1,1,blue,brown,0.25,0
briefcase_rot_s_1.jpg,"['brown', 'blue', 'yellow', 'green']",['brown'],1,1,blue,brown,0.25,0
fakeapple_rot_s_9.jpg,"['brown', 'blue', 'red', 'purple']",['brown'],1,1,blue,brown,0.25,0
box_hat_rot_s_3.jpg,"['brown', 'purple', 'green', 'pink']",['brown'],1,2,green,brown,0.25,0
cardboard_rot_s_3.jpg,"['brown', 'purple', 'pink', 'yellow']",['brown'],1,3,yellow,brown,0.25,0
tennis_racket_rot_s_1.jpg,"['brown', 'pink', 'blue', 'yellow']",['brown'],1,2,blue,brown,0.25,0
towel_rot_s_1.jpg,"['brown', 'red', 'yellow', 'green']",['brown'],1,3,green,brown,0.25,0
