question,choices,correct,type
cocktail_umbrella_rot_s_8.jpg,"['yellow', 'red', 'brown', 'blue']",['yellow'],1
umbrella_rot_s_1.jpg,"['green', 'brown', 'yellow', 'blue']",['green'],1
jacket_rot_s_10.jpg,"['green', 'brown', 'red', 'pink']",['green'],1
takeout_container_rot_s_8.jpg,"['yellow', 'brown', 'purple', 'red']",['yellow'],1
tennis_racket_rot_s_7.jpg,"['green', 'yellow', 'red', 'brown']",['green'],1
flask_rot_s_4.jpg,"['green', 'brown', 'purple', 'yellow']",['green'],1
valve_rot_s_6.jpg,"['green', 'red', 'pink', 'brown']",['green'],1
chair_rot_s_8.jpg,"['green', 'purple', 'brown', 'yellow']",['green'],1
accordion_rot_s_6.jpg,"['green', 'pink', 'blue', 'brown']",['green'],1
takeout_container_rot_s_10.jpg,"['green', 'blue', 'red', 'brown']",['green'],1
towel_rot_s_7.jpg,"['green', 'pink', 'purple', 'red']",['green'],1
gloves_rot_s_5.jpg,"['green', 'yellow', 'brown', 'pink']",['green'],1
measuring_spoons_rot_s_8.jpg,"['green', 'brown', 'yellow', 'red']",['green'],1
tennis_racket_rot_s_8.jpg,"['green', 'brown', 'yellow', 'blue']",['green'],1
phone_antique_rot_s_4.jpg,"['green', 'yellow', 'purple', 'red']",['green'],1
holy_vase_rot_s_5.jpg,"['green', 'blue', 'red', 'purple']",['green'],1
umbrella_rot_s_8.jpg,"['green', 'blue', 'purple', 'red']",['green'],1
handbag_rot_s_10.jpg,"['green', 'red', 'brown', 'purple']",['green'],1
towel_rot_s_9.jpg,"['green', 'blue', 'yellow', 'brown']",['green'],1
kettle_rot_s_8.jpg,"['green', 'brown', 'purple', 'yellow']",['green'],1
truck_rot_s_2.jpg,"['green', 'brown', 'pink', 'purple']",['green'],1
hand_puppet_rot_s_2.jpg,"['green', 'red', 'blue', 'yellow']",['green'],1
handbag_rot_s_9.jpg,"['green', 'purple', 'red', 'brown']",['green'],1
packingtape_rot_s_1.jpg,"['green', 'red', 'blue', 'pink']",['green'],1
packingtape_rot_s_2.jpg,"['green', 'yellow', 'blue', 'red']",['green'],1
controlbox_rot_s_8.jpg,"['green', 'purple', 'yellow', 'pink']",['green'],1
chair_recliner_rot_s_4.jpg,"['green', 'blue', 'yellow', 'red']",['green'],1
hand_puppet_rot_s_1.jpg,"['green', 'brown', 'pink', 'red']",['green'],1
box_hat_rot_s_1.jpg,"['green', 'pink', 'brown', 'blue']",['green'],1
sugar_bowl_rot_s_1.jpg,"['green', 'yellow', 'blue', 'brown']",['green'],1
accordion_rot_s_5.jpg,"['green', 'blue', 'brown', 'yellow']",['green'],1
tape_dispenser_rot_s_5.jpg,"['green', 'yellow', 'purple', 'brown']",['green'],1
extension_cord_rot_s_5.jpg,"['green', 'purple', 'brown', 'red']",['green'],1
pail_rot_s_7.jpg,"['green', 'purple', 'yellow', 'red']",['green'],1
theater_seats_rot_s_6.jpg,"['green', 'red', 'pink', 'blue']",['green'],1
tool_box_rot_s_6.jpg,"['green', 'pink', 'blue', 'brown']",['green'],1
towel_rot_s_8.jpg,"['green', 'red', 'brown', 'blue']",['green'],1
fakeapple_rot_s_6.jpg,"['green', 'red', 'yellow', 'pink']",['green'],1
lotion_rot_s_8.jpg,"['green', 'yellow', 'purple', 'pink']",['green'],1
flask_rot_s_1.jpg,"['green', 'red', 'blue', 'pink']",['green'],1
extension_cord_s_4.jpg,"['green', 'yellow', 'brown', 'pink']",['green'],1
pail_rot_s_8.jpg,"['green', 'pink', 'yellow', 'brown']",['green'],1
jacket_rot_s_6.jpg,"['green', 'brown', 'yellow', 'purple']",['green'],1
razor_rot_s_10.jpg,"['green', 'pink', 'blue', 'purple']",['green'],1
takeout_container_rot_s_9.jpg,"['green', 'pink', 'brown', 'yellow']",['green'],1
sugar_bowl_rot_s_2.jpg,"['green', 'blue', 'pink', 'purple']",['green'],1
container_open_rot_s_9.jpg,"['green', 'purple', 'blue', 'yellow']",['green'],1
umbrella_rot_s_7.jpg,"['green', 'pink', 'yellow', 'brown']",['green'],1
cardboard_rot_s_8.jpg,"['green', 'red', 'yellow', 'pink']",['green'],1
pitcher_rot_s_1.jpg,"['green', 'blue', 'yellow', 'brown']",['green'],1
theater_seats_rot_s_5.jpg,"['green', 'blue', 'red', 'pink']",['green'],1
briefcase_rot_s_7.jpg,"['green', 'blue', 'red', 'yellow']",['green'],1
razor_rot_s_9.jpg,"['green', 'brown', 'pink', 'red']",['green'],1
sponge_rot_s_4.jpg,"['green', 'brown', 'blue', 'pink']",['green'],1
gift_box_rot_s_10.jpg,"['green', 'pink', 'purple', 'red']",['green'],1
nailpolish_rot_s_9.jpg,"['green', 'pink', 'purple', 'yellow']",['green'],1
briefcase_rot_s_10.jpg,"['green', 'purple', 'red', 'yellow']",['green'],1
tape_dispenser_rot_s_6.jpg,"['green', 'yellow', 'pink', 'brown']",['green'],1
container_open_rot_s_10.jpg,"['green', 'blue', 'pink', 'brown']",['green'],1
briefcase_rot_s_8.jpg,"['green', 'yellow', 'blue', 'purple']",['green'],1
pitcher_rot_s_8.jpg,"['green', 'yellow', 'red', 'blue']",['green'],1
cocktail_umbrella_rot_s_9.jpg,"['green', 'yellow', 'pink', 'red']",['green'],1
extension_cord_s_2.jpg,"['green', 'pink', 'purple', 'brown']",['green'],1
measuring_spoons_rot_s_7.jpg,"['green', 'blue', 'purple', 'brown']",['green'],1
gift_box_rot_s_8.jpg,"['green', 'pink', 'blue', 'brown']",['green'],1
phone_antique_rot_s_3.jpg,"['green', 'red', 'brown', 'purple']",['green'],1
tennis_racket_rot_s_9.jpg,"['green', 'brown', 'yellow', 'blue']",['green'],1
jug_rot_s_6.jpg,"['green', 'blue', 'brown', 'yellow']",['green'],1
notebook_rot_s_2.jpg,"['green', 'brown', 'pink', 'yellow']",['green'],1
tape_dispenser_rot_s_9.jpg,"['green', 'red', 'purple', 'blue']",['green'],1
chapstick_rot_s_3.jpg,"['green', 'pink', 'blue', 'brown']",['green'],1
lotion_rot_s_7.jpg,"['green', 'pink', 'purple', 'yellow']",['green'],1
clamp_rot_s_4.jpg,"['green', 'red', 'blue', 'brown']",['green'],1
notecards_rot_s_5.jpg,"['green', 'pink', 'yellow', 'purple']",['green'],1
nailpolish_rot_s_10.jpg,"['green', 'pink', 'brown', 'purple']",['green'],1
box_hat_rot_s_8.jpg,"['green', 'pink', 'red', 'yellow']",['green'],1
cardboard_rot_s_7.jpg,"['green', 'pink', 'red', 'yellow']",['green'],1
watch_rot_s_4.jpg,"['green', 'brown', 'yellow', 'red']",['green'],1
gift_box_rot_s_7.jpg,"['green', 'purple', 'pink', 'red']",['green'],1
notebook_rot_s_1.jpg,"['green', 'brown', 'red', 'purple']",['green'],1
scanner_rot_s_10.jpg,"['green', 'blue', 'yellow', 'pink']",['green'],1
pitcher_rot_s_2.jpg,"['green', 'purple', 'pink', 'brown']",['green'],1
notecards_rot_s_6.jpg,"['green', 'purple', 'blue', 'brown']",['green'],1
pitcher_rot_s_7.jpg,"['green', 'pink', 'red', 'yellow']",['green'],1
briefcase_rot_s_9.jpg,"['green', 'red', 'purple', 'blue']",['green'],1
fuel_tank_rot_s_2.jpg,"['green', 'blue', 'yellow', 'purple']",['green'],1
flask_rot_s_3.jpg,"['green', 'yellow', 'purple', 'brown']",['green'],1
clamp_rot_s_3.jpg,"['green', 'purple', 'red', 'blue']",['green'],1
gloves_rot_s_6.jpg,"['green', 'pink', 'red', 'blue']",['green'],1
jug_rot_s_10.jpg,"['green', 'brown', 'yellow', 'purple']",['green'],1
holy_vase_rot_s_6.jpg,"['green', 'brown', 'pink', 'blue']",['green'],1
box_hat_rot_s_7.jpg,"['green', 'pink', 'brown', 'red']",['green'],1
sponge_rot_s_1.jpg,"['green', 'blue', 'yellow', 'red']",['green'],1
controlbox_rot_s_7.jpg,"['green', 'brown', 'purple', 'pink']",['green'],1
chapstick_rot_s_4.jpg,"['green', 'yellow', 'red', 'brown']",['green'],1
flask_rot_s_2.jpg,"['green', 'brown', 'yellow', 'purple']",['green'],1
tennis_racket_rot_s_10.jpg,"['green', 'pink', 'brown', 'purple']",['green'],1
tool_box_rot_s_5.jpg,"['green', 'yellow', 'red', 'brown']",['green'],1
chair_recliner_rot_s_3.jpg,"['green', 'red', 'brown', 'purple']",['green'],1
jacket_rot_s_5.jpg,"['green', 'brown', 'red', 'blue']",['green'],1
jug_rot_s_9.jpg,"['green', 'red', 'purple', 'yellow']",['green'],1
cocktail_umbrella_rot_s_10.jpg,"['green', 'brown', 'blue', 'yellow']",['green'],1
kettle_rot_s_7.jpg,"['green', 'blue', 'red', 'yellow']",['green'],1
fakeapple_rot_s_5.jpg,"['green', 'yellow', 'red', 'purple']",['green'],1
gift_box_rot_s_9.jpg,"['green', 'red', 'brown', 'purple']",['green'],1
notebook_rot_s_3.jpg,"['green', 'pink', 'yellow', 'brown']",['green'],1
sponge_rot_s_3.jpg,"['green', 'red', 'yellow', 'brown']",['green'],1
towel_rot_s_10.jpg,"['green', 'pink', 'blue', 'red']",['green'],1
jug_rot_s_5.jpg,"['green', 'brown', 'red', 'blue']",['green'],1
scanner_rot_s_9.jpg,"['green', 'blue', 'purple', 'red']",['green'],1
truck_rot_s_1.jpg,"['green', 'blue', 'brown', 'purple']",['green'],1
fuel_tank_rot_s_1.jpg,"['green', 'blue', 'pink', 'purple']",['green'],1
notebook_rot_s_4.jpg,"['green', 'red', 'blue', 'purple']",['green'],1
sponge_rot_s_2.jpg,"['green', 'brown', 'purple', 'blue']",['green'],1
tape_dispenser_rot_s_10.jpg,"['green', 'purple', 'blue', 'pink']",['green'],1
box_hat_rot_s_2.jpg,"['green', 'red', 'pink', 'blue']",['green'],1
valve_rot_s_5.jpg,"['green', 'yellow', 'red', 'brown']",['green'],1
fakeapple_rot_s_10.jpg,"['brown', 'yellow', 'purple', 'green']",['brown'],1
tennis_racket_rot_s_2.jpg,"['brown', 'pink', 'blue', 'red']",['brown'],1
flask_rot_s_6.jpg,"['brown', 'blue', 'yellow', 'purple']",['brown'],1
briefcase_rot_s_1.jpg,"['brown', 'blue', 'yellow', 'green']",['brown'],1
fakeapple_rot_s_9.jpg,"['brown', 'blue', 'red', 'purple']",['brown'],1
box_hat_rot_s_3.jpg,"['brown', 'purple', 'green', 'pink']",['brown'],1
cardboard_rot_s_3.jpg,"['brown', 'purple', 'pink', 'yellow']",['brown'],1
tennis_racket_rot_s_1.jpg,"['brown', 'pink', 'blue', 'yellow']",['brown'],1
towel_rot_s_1.jpg,"['brown', 'red', 'yellow', 'green']",['brown'],1
gloves_rot_s_9.jpg,"['brown', 'pink', 'red', 'purple']",['brown'],1
controlbox_rot_s_3.jpg,"['brown', 'green', 'pink', 'purple']",['brown'],1
towel_rot_s_2.jpg,"['brown', 'purple', 'pink', 'blue']",['brown'],1
controlbox_rot_s_4.jpg,"['brown', 'yellow', 'pink', 'blue']",['brown'],1
box_hat_rot_s_4.jpg,"['brown', 'red', 'pink', 'blue']",['brown'],1
tape_dispenser_rot_s_8.jpg,"['brown', 'yellow', 'blue', 'green']",['brown'],1
briefcase_rot_s_2.jpg,"['brown', 'pink', 'red', 'blue']",['brown'],1
cardboard_rot_s_4.jpg,"['brown', 'pink', 'blue', 'red']",['brown'],1
tape_dispenser_rot_s_7.jpg,"['brown', 'green', 'purple', 'pink']",['brown'],1
clamp_rot_s_9.jpg,"['pink', 'brown', 'red', 'yellow']",['pink'],1
takeout_container_rot_s_2.jpg,"['pink', 'blue', 'green', 'red']",['pink'],1
container_open_rot_s_3.jpg,"['pink', 'brown', 'purple', 'yellow']",['pink'],1
chair_recliner_rot_s_10.jpg,"['pink', 'blue', 'yellow', 'red']",['pink'],1
cocktail_umbrella_rot_s_1.jpg,"['pink', 'yellow', 'red', 'blue']",['pink'],1
packingtape_rot_s_5.jpg,"['pink', 'yellow', 'green', 'red']",['pink'],1
gloves_rot_s_7.jpg,"['pink', 'yellow', 'brown', 'blue']",['pink'],1
handbag_rot_s_3.jpg,"['pink', 'green', 'yellow', 'purple']",['pink'],1
jug_rot_s_1.jpg,"['pink', 'red', 'purple', 'brown']",['pink'],1
takeout_container_rot_s_1.jpg,"['pink', 'red', 'green', 'yellow']",['pink'],1
nailpolish_rot_s_1.jpg,"['pink', 'green', 'brown', 'red']",['pink'],1
packingtape_rot_s_6.jpg,"['pink', 'yellow', 'blue', 'green']",['pink'],1
pail_rot_s_6.jpg,"['pink', 'brown', 'purple', 'yellow']",['pink'],1
jug_rot_s_2.jpg,"['pink', 'purple', 'brown', 'red']",['pink'],1
container_open_rot_s_1.jpg,"['pink', 'yellow', 'red', 'blue']",['pink'],1
jacket_rot_s_1.jpg,"['pink', 'green', 'red', 'blue']",['pink'],1
gloves_rot_s_8.jpg,"['pink', 'purple', 'green', 'red']",['pink'],1
fakeapple_rot_s_7.jpg,"['pink', 'red', 'green', 'blue']",['pink'],1
container_open_rot_s_4.jpg,"['pink', 'red', 'blue', 'brown']",['pink'],1
hand_puppet_rot_s_5.jpg,"['pink', 'purple', 'yellow', 'brown']",['pink'],1
theater_seats_rot_s_2.jpg,"['pink', 'green', 'red', 'yellow']",['pink'],1
cocktail_umbrella_rot_s_2.jpg,"['pink', 'blue', 'brown', 'green']",['pink'],1
accordion_rot_s_7.jpg,"['pink', 'red', 'blue', 'yellow']",['pink'],1
chair_recliner_rot_s_9.jpg,"['pink', 'brown', 'yellow', 'red']",['pink'],1
nailpolish_rot_s_2.jpg,"['pink', 'yellow', 'red', 'blue']",['pink'],1
hand_puppet_rot_s_6.jpg,"['pink', 'brown', 'blue', 'purple']",['pink'],1
briefcase_rot_s_3.jpg,"['pink', 'brown', 'green', 'blue']",['pink'],1
clamp_rot_s_10.jpg,"['pink', 'yellow', 'blue', 'brown']",['pink'],1
jacket_rot_s_2.jpg,"['pink', 'yellow', 'red', 'green']",['pink'],1
theater_seats_rot_s_1.jpg,"['pink', 'yellow', 'purple', 'red']",['pink'],1
pail_rot_s_5.jpg,"['pink', 'yellow', 'blue', 'purple']",['pink'],1
Scanner_rot_s_3.jpg,"['pink', 'blue', 'purple', 'brown']",['pink'],1
controlbox_rot_s_5.jpg,"['purple', 'pink', 'brown', 'yellow']",['purple'],1
fuel_tank_rot_s_9.jpg,"['purple', 'green', 'pink', 'blue']",['purple'],1
phone_antique_rot_s_8.jpg,"['purple', 'red', 'yellow', 'blue']",['purple'],1
flask_rot_s_10.jpg,"['purple', 'yellow', 'pink', 'brown']",['purple'],1
cocktail_umbrella_rot_s_3.jpg,"['purple', 'blue', 'brown', 'yellow']",['purple'],1
tissues_rot_s_9.jpg,"['purple', 'pink', 'blue', 'green']",['purple'],1
tool_box_rot_s_1.jpg,"['purple', 'brown', 'red', 'blue']",['purple'],1
cocktail_umbrella_rot_s_4.jpg,"['purple', 'pink', 'yellow', 'blue']",['purple'],1
chair_recliner_rot_s_8.jpg,"['purple', 'yellow', 'brown', 'red']",['purple'],1
tissues_rot_s_8.jpg,"['purple', 'pink', 'brown', 'yellow']",['purple'],1
towel_rot_s_3.jpg,"['purple', 'pink', 'yellow', 'blue']",['purple'],1
accordion_rot_s_4.jpg,"['purple', 'yellow', 'red', 'brown']",['purple'],1
kettle_rot_s_6.jpg,"['purple', 'yellow', 'pink', 'green']",['purple'],1
tape_dispenser_rot_s_1.jpg,"['purple', 'blue', 'pink', 'green']",['purple'],1
jug_rot_s_4.jpg,"['purple', 'red', 'yellow', 'blue']",['purple'],1
fuel_tank_rot_s_10.jpg,"['purple', 'blue', 'pink', 'green']",['purple'],1
tape_dispenser_rot_s_2.jpg,"['purple', 'red', 'green', 'blue']",['purple'],1
tool_box_rot_s_2.jpg,"['purple', 'red', 'pink', 'brown']",['purple'],1
pitcher_rot_s_5.jpg,"['purple', 'green', 'brown', 'red']",['purple'],1
controlbox_rot_s_6.jpg,"['purple', 'red', 'green', 'pink']",['purple'],1
flask_rot_s_9.jpg,"['purple', 'yellow', 'brown', 'red']",['purple'],1
chapstick_rot_s_8.jpg,"['purple', 'pink', 'yellow', 'brown']",['purple'],1
sponge_rot_s_10.jpg,"['purple', 'brown', 'green', 'blue']",['purple'],1
jacket_rot_s_3.jpg,"['purple', 'pink', 'blue', 'red']",['purple'],1
holy_vase_rot_s_2.jpg,"['purple', 'brown', 'red', 'yellow']",['purple'],1
nailpolish_rot_s_4.jpg,"['purple', 'red', 'blue', 'green']",['purple'],1
measuring_spoons_rot_s_6.jpg,"['purple', 'yellow', 'brown', 'blue']",['purple'],1
accordion_rot_s_1.jpg,"['purple', 'green', 'blue', 'pink']",['purple'],1
tape_dispenser_rot_s_3.jpg,"['purple', 'blue', 'yellow', 'green']",['purple'],1
tape_dispenser_rot_s_4.jpg,"['purple', 'green', 'red', 'brown']",['purple'],1
gift_box_rot_s_3.jpg,"['purple', 'brown', 'pink', 'green']",['purple'],1
cardboard_rot_s_5.jpg,"['purple', 'red', 'brown', 'pink']",['purple'],1
accordion_rot_s_2.jpg,"['purple', 'pink', 'green', 'yellow']",['purple'],1
scanner_rot_s_4.jpg,"['purple', 'blue', 'green', 'pink']",['purple'],1
hand_puppet_rot_s_10.jpg,"['purple', 'green', 'brown', 'yellow']",['purple'],1
jug_rot_s_3.jpg,"['purple', 'red', 'brown', 'yellow']",['purple'],1
razor_rot_s_4.jpg,"['purple', 'yellow', 'green', 'pink']",['purple'],1
extension_cord_s_10.jpg,"['purple', 'brown', 'green', 'blue']",['purple'],1
takeout_container_rot_s_3.jpg,"['purple', 'yellow', 'blue', 'green']",['purple'],1
chapstick_rot_s_7.jpg,"['purple', 'yellow', 'red', 'pink']",['purple'],1
box_hat_rot_s_6.jpg,"['purple', 'yellow', 'green', 'red']",['purple'],1
chair_recliner_rot_s_7.jpg,"['purple', 'pink', 'yellow', 'red']",['purple'],1
cardboard_rot_s_6.jpg,"['purple', 'green', 'brown', 'blue']",['purple'],1
razor_rot_s_3.jpg,"['purple', 'pink', 'blue', 'green']",['purple'],1
pitcher_rot_s_6.jpg,"['purple', 'pink', 'blue', 'yellow']",['purple'],1
jacket_rot_s_4.jpg,"['purple', 'yellow', 'blue', 'red']",['purple'],1
kettle_rot_s_5.jpg,"['purple', 'blue', 'pink', 'green']",['purple'],1
theater_seats_rot_s_3.jpg,"['purple', 'red', 'green', 'pink']",['purple'],1
tissues_rot_s_7.jpg,"['purple', 'yellow', 'brown', 'pink']",['purple'],1
notecards_rot_s_2.jpg,"['purple', 'red', 'brown', 'blue']",['purple'],1
hand_puppet_rot_s_9.jpg,"['purple', 'green', 'red', 'brown']",['purple'],1
extension_cord_rot_s_1.jpg,"['purple', 'red', 'brown', 'blue']",['purple'],1
sponge_rot_s_9.jpg,"['purple', 'brown', 'yellow', 'pink']",['purple'],1
gift_box_rot_s_4.jpg,"['purple', 'yellow', 'blue', 'red']",['purple'],1
notebook_rot_s_10.jpg,"['purple', 'pink', 'green', 'blue']",['purple'],1
chair_rot_s_6.jpg,"['purple', 'pink', 'yellow', 'green']",['purple'],1
measuring_spoons_rot_s_5.jpg,"['purple', 'brown', 'green', 'blue']",['purple'],1
theater_seats_rot_s_4.jpg,"['purple', 'yellow', 'green', 'blue']",['purple'],1
nailpolish_rot_s_3.jpg,"['purple', 'pink', 'brown', 'blue']",['purple'],1
lotion_rot_s_6.jpg,"['purple', 'pink', 'green', 'blue']",['purple'],1
phone_antique_rot_s_7.jpg,"['purple', 'brown', 'yellow', 'green']",['purple'],1
extension_cord_rot_s_3.jpg,"['purple', 'yellow', 'red', 'green']",['purple'],1
notecards_rot_s_1.jpg,"['purple', 'brown', 'pink', 'blue']",['purple'],1
notebook_rot_s_9.jpg,"['purple', 'yellow', 'blue', 'brown']",['purple'],1
lotion_rot_s_5.jpg,"['purple', 'brown', 'red', 'yellow']",['purple'],1
takeout_container_rot_s_4.jpg,"['purple', 'brown', 'red', 'blue']",['purple'],1
box_hat_rot_s_5.jpg,"['purple', 'pink', 'blue', 'green']",['purple'],1
holy_vase_rot_s_1.jpg,"['purple', 'yellow', 'green', 'red']",['purple'],1
